Level	Rule Name	Subject	Property	Value
WARN	missing_definition	Navasota (mixed breed)	IAO:0000115	
WARN	missing_definition	American cocker spaniel	IAO:0000115	
WARN	missing_definition	American Staffordshire terrier	IAO:0000115	
WARN	missing_definition	American pit bull terrier	IAO:0000115	
WARN	missing_definition	Brussels griffon	IAO:0000115	
WARN	missing_definition	French bull terrier	IAO:0000115	
WARN	missing_definition	French bull dog	IAO:0000115	
WARN	missing_definition	Saanen	IAO:0000115	
WARN	missing_definition	Podenco dog	IAO:0000115	
WARN	missing_definition	wheaten terrier	IAO:0000115	
WARN	missing_definition	Hungarian komondor	IAO:0000115	
WARN	missing_definition	Toy Fox Terrier	IAO:0000115	
WARN	missing_definition	Rat Terrier	IAO:0000115	
WARN	missing_definition	Tenterfield Terrier	IAO:0000115	
WARN	missing_definition	Spanish water dog	IAO:0000115	
WARN	missing_definition	Domestic Longhair	IAO:0000115	
WARN	missing_definition	Maine Coon	IAO:0000115	
WARN	missing_definition	Curly-coated retriever	IAO:0000115	
WARN	missing_definition	Alpine	IAO:0000115	
WARN	missing_definition	Lagotto Romagnolo	IAO:0000115	
WARN	missing_definition	Mastiff	IAO:0000115	
WARN	missing_definition	Mexican Hairless Dog (Xoloitzcuintli)	IAO:0000115	
WARN	missing_definition	Peruvian Hairless Dog (Inca Hairless)	IAO:0000115	
WARN	missing_definition	Chinese Crested Dog	IAO:0000115	
WARN	missing_definition	Whippet	IAO:0000115	
WARN	missing_definition	Pekingese	IAO:0000115	
WARN	missing_definition	Grand Basset Griffon Vendeen	IAO:0000115	
WARN	missing_definition	Ragdoll	IAO:0000115	
WARN	missing_definition	Dahe	IAO:0000115	
WARN	missing_definition	Afrikander	IAO:0000115	
WARN	missing_definition	Kele	IAO:0000115	
WARN	missing_definition	Chinese-Tibetan	IAO:0000115	
WARN	missing_definition	Old Danish Pointing Dog	IAO:0000115	
WARN	missing_definition	Clumber Spaniel	IAO:0000115	
WARN	missing_definition	Sussex Spaniel	IAO:0000115	
WARN	missing_definition	Frisian Water Dog	IAO:0000115	
WARN	missing_definition	Trait Breton	IAO:0000115	
WARN	missing_definition	Trait Comtois	IAO:0000115	
WARN	missing_definition	Lancashire heeler	IAO:0000115	
WARN	missing_definition	Nova Scotia Duck Tolling retriever	IAO:0000115	
WARN	missing_definition	Miniature Schnauzer	IAO:0000115	
WARN	missing_definition	Collie	IAO:0000115	
WARN	missing_definition	Portugese water dog	IAO:0000115	
WARN	missing_definition	Alaskan Husky	IAO:0000115	
WARN	missing_definition	Corgi	IAO:0000115	
WARN	missing_definition	Wirehaired Griffon	IAO:0000115	
WARN	missing_definition	Chesapeake Bay Retriever	IAO:0000115	
WARN	missing_definition	American Eskimo dog	IAO:0000115	
WARN	missing_definition	American Bulldog	IAO:0000115	
WARN	missing_definition	Siamese	IAO:0000115	
WARN	missing_definition	Siamese	IAO:0000115	
WARN	missing_definition	Collie 	IAO:0000115	
WARN	missing_definition	Sardi	IAO:0000115	
WARN	missing_definition	McNab shepherd	IAO:0000115	
WARN	missing_definition	Longhaired whippet	IAO:0000115	
WARN	missing_definition	Silken windhound	IAO:0000115	
WARN	missing_definition	White Swiss shepherd	IAO:0000115	
WARN	missing_definition	Waller	IAO:0000115	
WARN	missing_definition	Mixed breed	IAO:0000115	
WARN	missing_definition	Coton de Tulear	IAO:0000115	
WARN	missing_definition	Lapponian Herder 	IAO:0000115	
WARN	missing_definition	Great Pyrenees	IAO:0000115	
WARN	missing_definition	Italian Cane Corso	IAO:0000115	
WARN	missing_definition	Beni Guil	IAO:0000115	
WARN	missing_definition	Dogue de Bordeaux	IAO:0000115	
WARN	missing_definition	Mixed breed	IAO:0000115	
WARN	missing_definition	Cornish Rex	IAO:0000115	
WARN	missing_definition	Malinois	IAO:0000115	
WARN	missing_definition	Sphynx	IAO:0000115	
WARN	missing_definition	Embrapa	IAO:0000115	
WARN	missing_definition	Icelandic	IAO:0000115	
WARN	missing_definition	Muscovy	IAO:0000115	
WARN	missing_definition	Araucana	IAO:0000115	
WARN	missing_definition	Sloughi	IAO:0000115	
WARN	missing_definition	D'man	IAO:0000115	
WARN	missing_definition	Australian stumpy tail cattle dog	IAO:0000115	
WARN	missing_definition	Entlebucher mountain dog	IAO:0000115	
WARN	missing_definition	Karelian bear dog	IAO:0000115	
WARN	missing_definition	Kuvasz	IAO:0000115	
WARN	missing_definition	Swedish Lapphund	IAO:0000115	
WARN	missing_definition	Mongrel	IAO:0000115	
WARN	missing_definition	Schapendoes	IAO:0000115	
WARN	missing_definition	Silky/Silkie	IAO:0000115	
WARN	missing_definition	Tibetan spaniel	IAO:0000115	
WARN	missing_definition	Miniature Long-haired Dachsund	IAO:0000115	
WARN	missing_definition	Doberman Pinscher	IAO:0000115	
WARN	missing_definition	Finnish Yorkshire	IAO:0000115	
WARN	missing_definition	Glen of Imaal	IAO:0000115	
WARN	missing_definition	Standard wire-haired dachshund	IAO:0000115	
WARN	missing_definition	Miniature Australian shepherd	IAO:0000115	
WARN	missing_definition	Smooth Collie	IAO:0000115	
WARN	missing_definition	Perro de Presa Canario	IAO:0000115	
WARN	missing_definition	German pointer	IAO:0000115	
WARN	missing_definition	American saddleback	IAO:0000115	
WARN	missing_definition	American Saddlebred	IAO:0000115	
WARN	missing_definition	German Blackface	IAO:0000115	
WARN	missing_definition	Beagle	IAO:0000115	
WARN	missing_definition	German Fleckvieh	IAO:0000115	
WARN	missing_definition	Norfolk terrier	IAO:0000115	
WARN	missing_definition	German Rex	IAO:0000115	
WARN	missing_definition	Belted Galloway	IAO:0000115	
WARN	missing_definition	Kentucky Mountain Saddle	IAO:0000115	
WARN	missing_definition	Franches-Montagnes	IAO:0000115	
WARN	missing_definition	Murrah	IAO:0000115	
WARN	missing_definition	Rotes H̦henvieh	IAO:0000115	
WARN	missing_definition	Wachtelhund	IAO:0000115	
WARN	missing_definition	Finnish Hound	IAO:0000115	
WARN	missing_definition	Holstein	IAO:0000115	
WARN	missing_definition	Dongxiang	IAO:0000115	
WARN	missing_definition	Rongchang	IAO:0000115	
WARN	missing_definition	Ayam Cemani	IAO:0000115	
WARN	missing_definition	Black H'Mong	IAO:0000115	
WARN	missing_definition	Svarth̦na (ohusl�_n-Dals Svarth̦na)	IAO:0000115	
WARN	missing_definition	Korat	IAO:0000115	
WARN	missing_definition	Japanese domestic	IAO:0000115	
WARN	missing_definition	Jacob	IAO:0000115	
WARN	missing_definition	Paso Fino	IAO:0000115	
WARN	missing_definition	Irish Cambridge	IAO:0000115	
WARN	missing_definition	Guernsey	IAO:0000115	
WARN	missing_definition	Brazilian Terrier	IAO:0000115	
WARN	missing_definition	Selkirk Rex	IAO:0000115	
WARN	missing_definition	Lusitano	IAO:0000115	
WARN	missing_definition	German Wirehaired Pointer	IAO:0000115	
WARN	missing_definition	Wessex Saddleback	IAO:0000115	
WARN	missing_definition	Bavarian Landschwein	IAO:0000115	
WARN	missing_definition	crested Polish	IAO:0000115	
WARN	missing_definition	Swiss Alpine	IAO:0000115	
WARN	missing_definition	Cameroon	IAO:0000115	
WARN	missing_definition	Greater Swiss Mountain	IAO:0000115	
WARN	missing_definition	Black Pied	IAO:0000115	
WARN	missing_definition	Dutch Kooiker	IAO:0000115	
WARN	missing_definition	Alaskan sled dog	IAO:0000115	
WARN	missing_definition	Olkuska	IAO:0000115	
WARN	missing_definition	Rasa Aragonesa	IAO:0000115	
WARN	missing_definition	Belclare	IAO:0000115	
WARN	missing_definition	Japanese Chin dog	IAO:0000115	
WARN	missing_definition	Parson Russell Terrier	IAO:0000115	
WARN	missing_definition	Don Sphynx	IAO:0000115	
WARN	missing_definition	Churra	IAO:0000115	
WARN	missing_definition	Samoyed	IAO:0000115	
WARN	missing_definition	Swedish Landrace	IAO:0000115	
WARN	missing_definition	Borderdale	IAO:0000115	
WARN	missing_definition	Dandie Dinmont Terrier	IAO:0000115	
WARN	missing_definition	American Bobtail	IAO:0000115	
WARN	missing_definition	Pixie-Bob	IAO:0000115	
WARN	missing_definition	Mapuche	IAO:0000115	
WARN	missing_definition	Lushi	IAO:0000115	
WARN	missing_definition	Cream Legbar	IAO:0000115	
WARN	missing_definition	Crevecoeur	IAO:0000115	
WARN	missing_definition	Landseer	IAO:0000115	
WARN	missing_definition	Sebright Bantam	IAO:0000115	
WARN	missing_definition	Blue Point Siamese	IAO:0000115	
WARN	missing_definition	Scottish Deerhound	IAO:0000115	
WARN	missing_definition	Datong	IAO:0000115	
WARN	missing_definition	Shiba-Inu	IAO:0000115	
WARN	missing_definition	Finnish Spitz	IAO:0000115	
WARN	missing_definition	Lacaune	IAO:0000115	
WARN	missing_definition	Northern Finncattle	IAO:0000115	
WARN	missing_definition	Draft	IAO:0000115	
WARN	missing_definition	Norwich Terrier	IAO:0000115	
WARN	missing_definition	Connemara pony	IAO:0000115	
WARN	missing_definition	Kankrej	IAO:0000115	
WARN	missing_definition	Maltese Blue	IAO:0000115	
WARN	missing_definition	Catahoula leopard dogs	IAO:0000115	
WARN	missing_definition	Nordic Red	IAO:0000115	
WARN	missing_definition	Cabugi	IAO:0000115	
WARN	missing_definition	Zamorano-Leon̩s	IAO:0000115	
WARN	missing_definition	Minohiki	IAO:0000115	
WARN	missing_definition	Nordic Holstein	IAO:0000115	
WARN	missing_definition	Leonberger	IAO:0000115	
WARN	missing_definition	Checkered Giant	IAO:0000115	
WARN	missing_definition	Carora	IAO:0000115	
WARN	missing_definition	Senepol	IAO:0000115	
WARN	missing_definition	Romosinuano	IAO:0000115	
WARN	missing_definition	Kromfohrl�_nder	IAO:0000115	
WARN	missing_definition	Silky fantail	IAO:0000115	
WARN	missing_definition	Finnish Ayrshire	IAO:0000115	
WARN	missing_definition	Valais Blacknecked Goat	IAO:0000115	
WARN	missing_definition	Japanese Spitz	IAO:0000115	
WARN	missing_definition	Eurasier	IAO:0000115	
WARN	missing_definition	Birman	IAO:0000115	
WARN	missing_definition	Shaziling	IAO:0000115	
WARN	missing_definition	Boerboel	IAO:0000115	
WARN	missing_definition	Duroc	IAO:0000115	
WARN	missing_definition	Flat-coated retriever	IAO:0000115	
WARN	missing_definition	German Riding Pony	IAO:0000115	
WARN	missing_definition	New Forest Pony	IAO:0000115	
WARN	missing_definition	Black Russian Terrier	IAO:0000115	
WARN	missing_definition	Pezzata Rossa	IAO:0000115	
WARN	missing_definition	Liangshan	IAO:0000115	
WARN	missing_definition	Basset Fauve de Bretagne	IAO:0000115	
WARN	missing_definition	Warmblood	IAO:0000115	
WARN	missing_definition	Damara	IAO:0000115	
WARN	missing_definition	Navajo-Churro	IAO:0000115	
WARN	missing_definition	White	IAO:0000115	
WARN	missing_definition	Swedish Red	IAO:0000115	
WARN	missing_definition	Miniature Highland	IAO:0000115	
WARN	missing_definition	Italian draft horse	IAO:0000115	
WARN	missing_definition	Toyger	IAO:0000115	
WARN	missing_definition	Italian hound	IAO:0000115	
WARN	missing_definition	American Foxhound	IAO:0000115	
WARN	missing_definition	Poitou	IAO:0000115	
WARN	missing_definition	American Paint Horse	IAO:0000115	
WARN	missing_definition	French Spaniel	IAO:0000115	
WARN	missing_definition	Alpenl�_ndische Dachsbracke	IAO:0000115	
WARN	missing_definition	Polled Hereford	IAO:0000115	
WARN	missing_definition	Smooth-Haired Fox Terrier	IAO:0000115	
WARN	missing_definition	Russell Terrier	IAO:0000115	
WARN	missing_definition	Gordon Setter	IAO:0000115	
WARN	missing_definition	Alaskan Klee Kai	IAO:0000115	
WARN	missing_definition	Akhal-Teke	IAO:0000115	
WARN	missing_definition	Italian Spinone	IAO:0000115	
WARN	missing_definition	Haflinger	IAO:0000115	
WARN	missing_definition	Shar-Pei	IAO:0000115	
WARN	missing_definition	Tunisian Barbarine	IAO:0000115	
WARN	missing_definition	Hungarian Puli	IAO:0000115	
WARN	missing_definition	Maine Anjou	IAO:0000115	
WARN	missing_definition	Central Asian Shepherd	IAO:0000115	
WARN	missing_definition	Heideterrier	IAO:0000115	
WARN	missing_definition	Red Holstein Friesian	IAO:0000115	
WARN	missing_definition	Miniature Shetland	IAO:0000115	
WARN	missing_definition	Miniature Wirehaired Dachshund	IAO:0000115	
WARN	missing_definition	Welsh springer spaniel	IAO:0000115	
WARN	missing_definition	Sphinx	IAO:0000115	
WARN	missing_definition	Romane	IAO:0000115	
WARN	missing_definition	Menorca	IAO:0000115	
WARN	missing_definition	Anyi tile-like gray	IAO:0000115	
WARN	missing_definition	Blonde d'Aquitaine	IAO:0000115	
WARN	missing_definition	Swedish Vallhund	IAO:0000115	
WARN	missing_definition	Beijing fatty	IAO:0000115	
WARN	missing_definition	Muchuan	IAO:0000115	
WARN	missing_definition	German Spitz	IAO:0000115	
WARN	missing_definition	Numerous breeds	IAO:0000115	
WARN	missing_definition	Mongolian	IAO:0000115	
WARN	missing_definition	Curly	IAO:0000115	
WARN	missing_definition	White Dorper	IAO:0000115	
WARN	missing_definition	Australian Working Kelpie	IAO:0000115	
WARN	missing_definition	Italian Trotter	IAO:0000115	
WARN	missing_definition	N'Dama	IAO:0000115	
WARN	missing_definition	Welsh Corgi	IAO:0000115	
WARN	missing_definition	Akita	IAO:0000115	
WARN	missing_definition	Norwegian Forest	IAO:0000115	
WARN	missing_definition	Somali	IAO:0000115	
WARN	missing_definition	Chinese Erhualian	IAO:0000115	
WARN	missing_definition	Gasconne	IAO:0000115	
WARN	missing_definition	Parthenaise	IAO:0000115	
WARN	missing_definition	Dutch Landrace	IAO:0000115	
WARN	missing_definition	Quv (quiver) strain	IAO:0000115	
WARN	missing_definition	Boran	IAO:0000115	
WARN	missing_definition	Valle del Belice	IAO:0000115	
WARN	missing_definition	Norwegian White	IAO:0000115	
WARN	missing_definition	UC Davis lines	IAO:0000115	
WARN	missing_definition	Storrs, Connecticut (low line)	IAO:0000115	
WARN	missing_definition	Israeli experimental line	IAO:0000115	
WARN	missing_definition	New Hampshire	IAO:0000115	
WARN	missing_definition	Alaska	IAO:0000115	
WARN	missing_definition	Swamp	IAO:0000115	
WARN	missing_definition	Friesian	IAO:0000115	
WARN	missing_definition	American hairless	IAO:0000115	
WARN	missing_definition	has component activity	IAO:0000115	
WARN	missing_definition	directly regulated by	IAO:0000115	
WARN	missing_definition	ends after	IAO:0000115	
WARN	missing_definition	immediately preceded by	IAO:0000115	
WARN	missing_definition	immediately precedes	IAO:0000115	
WARN	missing_definition	temporally related to	IAO:0000115	
WARN	missing_definition	causally upstream of, positive effect	IAO:0000115	
WARN	missing_definition	causally upstream of, negative effect	IAO:0000115	
WARN	missing_definition	enables	IAO:0000115	
WARN	missing_definition	immediately causally downstream of	IAO:0000115	
WARN	missing_definition	phosphorylates	IAO:0000115	
WARN	missing_definition	causal relation between entities	IAO:0000115	
WARN	missing_definition	causally influenced by	IAO:0000115	
WARN	missing_definition	acts upstream of or within, positive effect	IAO:0000115	
WARN	missing_definition	acts upstream of or within, negative effect	IAO:0000115	
WARN	missing_definition	causally upstream of or within, negative effect	IAO:0000115	
WARN	missing_definition	causally upstream of or within, positive effect	IAO:0000115	
INFO	lowercase_definition	part of	IAO:0000115	a core relation that holds between a part and its whole@en
INFO	lowercase_definition	has part	IAO:0000115	a core relation that holds between a whole and its part@en
INFO	lowercase_definition	preceded by	IAO:0000115	<x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	precedes	IAO:0000115	<x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	occurs in	IAO:0000115	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	contains process	IAO:0000115	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	participates in	IAO:0000115	a relation between a continuant and a process, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	has participant	IAO:0000115	a relation between a process and a continuant, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	has component process	IAO:0000115	w 'has process component' p if p and w are processes,  w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.
INFO	lowercase_definition	overlaps	IAO:0000115	x overlaps y if and only if there exists some z such that x has part z and z part of y
INFO	lowercase_definition	in taxon	IAO:0000115	<x is in taxon y if an only if y is an organism, and the relationship between x and y is one of: part of (reflexive), developmentally preceded by, derives from, secreted by, expressed.>
INFO	lowercase_definition	has component	IAO:0000115	w 'has component' p if w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.
INFO	lowercase_definition	develops from	IAO:0000115	x develops from y if and only if either (a) x directly develops from y or (b) there exists some z such that x directly develops from z and z develops from y
INFO	lowercase_definition	develops into	IAO:0000115	inverse of develops from
INFO	lowercase_definition	regulates	IAO:0000115	<process(P1) regulates process(P2) iff: P1 results in the initiation or termination of P2 OR affects the frequency of its initiation or termination OR affects the magnitude or rate of output of P2.>
INFO	lowercase_definition	capable of part of	IAO:0000115	c stands in this relationship to p if and only if there exists some p' such that c is capable_of p', and p' is part_of p.
INFO	lowercase_definition	has input	IAO:0000115	<p has input c iff: p is a process, c is a material entity, c is a participant in p, c is present at the start of p, and the state of c is modified during p.>
INFO	lowercase_definition	has developmental contribution from	IAO:0000115	x has developmental contribution from y iff x has some part z such that z develops from y@en
INFO	lowercase_definition	developmentally contributes to	IAO:0000115	inverse of has developmental contribution from
INFO	lowercase_definition	acts upstream of	IAO:0000115	c acts upstream of p if and only if c enables some f that is involved in p' and p' occurs chronologically before p, is not part of p, and affects the execution of p. c is a material entity and f, p, p' are processes.
INFO	lowercase_definition	acts upstream of or within	IAO:0000115	c acts upstream of or within p if c is enables f, and f is causally upstream of or within p. c is a material entity and p is an process.
INFO	lowercase_definition	involved in	IAO:0000115	c involved_in p if and only if c enables some process p', and p' is part of p
INFO	lowercase_definition	enabled by	IAO:0000115	inverse of enables
INFO	lowercase_definition	regulated by	IAO:0000115	inverse of regulates
INFO	lowercase_definition	negatively regulated by	IAO:0000115	inverse of negatively regulates
INFO	lowercase_definition	positively regulated by	IAO:0000115	inverse of positively regulates
INFO	lowercase_definition	input of	IAO:0000115	inverse of has input
INFO	lowercase_definition	has developmental potential involving	IAO:0000115	x has developmental potential involving y iff x is capable of a developmental process with output y. y may be the successor of x, or may be a different structure in the vicinity (as for example in the case of developmental induction).@en
INFO	lowercase_definition	has potential to developmentally contribute to	IAO:0000115	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y@en
INFO	lowercase_definition	has potential to develop into	IAO:0000115	x has the potential to develop into y iff x develops into y or if x is capable of developing into y@en
INFO	lowercase_definition	has potential to directly develop into	IAO:0000115	x has potential to directly develop into y iff x directly develops into y or x is capable of directly developing into y@en
INFO	lowercase_definition	causally downstream of	IAO:0000115	inverse of upstream of
INFO	lowercase_definition	causally upstream of	IAO:0000115	p is causally upstream of q if and only if p precedes q and p and q are linked in a causal chain
INFO	lowercase_definition	immediately causally upstream of	IAO:0000115	p is immediately causally upstream of q iff both (a) p immediately precedes q and (b) p is causally upstream of q. In addition, the output of p  must be an input of q.
INFO	lowercase_definition	causally upstream of or within	IAO:0000115	p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q.
INFO	lowercase_definition	causally downstream of or within	IAO:0000115	inverse of causally upstream of or within
INFO	lowercase_definition	involved in regulation of	IAO:0000115	c involved in regulation of p if c is involved in some p' and p' regulates some p
INFO	lowercase_definition	involved in positive regulation of	IAO:0000115	c involved in regulation of p if c is involved in some p' and p' positively regulates some p
INFO	lowercase_definition	involved in negative regulation of	IAO:0000115	c involved in regulation of p if c is involved in some p' and p' negatively regulates some p
INFO	lowercase_definition	involved in or involved in regulation of	IAO:0000115	c involved in or regulates p if and only if either (i) c is involved in p or (ii) c is involved in regulation of p
INFO	lowercase_definition	is active in	IAO:0000115	c executes activity in d if and only if c enables p and p occurs_in d.  Assuming no action at a distance by gene products, if a gene product enables (is capable of) a process that occurs in some structure, it must have at least some part in that structure.
INFO	lowercase_definition	has part that occurs in	IAO:0000115	p has part that occurs in c if and only if there exists some p1, such that p has_part p1, and p1 occurs in c.
INFO	lowercase_definition	causal relation between processes	IAO:0000115	p is causally related to q if and only if p or any part of p and q or any part of q are linked by a chain of events where each event pair is one of direct activation or direct inhibition. p may be upstream, downstream, part of or a container of q.
INFO	lowercase_definition	has part structure that is capable of	IAO:0000115	s 'has part structure that is capable of' p if and only if there exists some part x such that s 'has part' x and x 'capable of' p
INFO	lowercase_definition	acts upstream of, positive effect	IAO:0000115	c 'acts upstream of, positive effect' p if c is enables f, and f is causally upstream of p, and the direction of f is positive
INFO	lowercase_definition	acts upstream of, negative effect	IAO:0000115	c 'acts upstream of, negative effect' p if c is enables f, and f is causally upstream of p, and the direction of f is negative
INFO	missing_superclass	NCBITaxon:10042	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:10152	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:30521	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:37174	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:8835	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:8839	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:8843	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:8848	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:8932	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:89462	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9031	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9091	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9103	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9615	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9685	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9793	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9796	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9823	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9913	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9915	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9925	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9939	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9940	rdfs:subClassOf	
INFO	missing_superclass	NCBITaxon:9986	rdfs:subClassOf	
INFO	missing_superclass	root node	rdfs:subClassOf	
